id,sid1,sid2,sentence1,sentence2,is_duplicate
3205,6411,6412,Some young dirt bikers are getting a dirt bike up a sandy hill,Some old dirt bikers are getting a dirt bike up a sandy hill,0
3206,6413,6414,A young man is pushing a motocross bike up a dirt hill,Some young bikers are getting a dirt bike up a sandy hill,0
3207,6415,6416,A young man is pushing a motocross bike up a dirt hill,Some old dirt bikers are getting a dirt bike up a sandy hill,0
3208,6417,6418,Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is pushing a motocross bike down a dirt hill,0
3209,6419,6420,A young man and a woman are riding bikes on the boardwalk near the ocean,A middle aged man and woman are riding bikes down a road beside the water,0
3210,6421,6422,Pedestrians and cars are moving through a traffic jam in a big city,Cars and pedestrians are moving through a traffic jam in the big city,1
3211,6423,6424,Some people and vehicles are on a crowded street,Pedestrians and cars are moving through a traffic jam in the big city,0
3212,6425,6426,Pedestrians and cars are moving through a traffic jam in a small city,Some people and vehicles are on a crowded street,0
3213,6427,6428,Some people and vehicles are on a almost empty street,Pedestrians and cars are moving through a traffic jam in a big city,0
3214,6429,6430,Two dogs are playing inside,Two dogs are playing outside,0
3215,6431,6432,Two dogs are playing inside,Two brown and white dogs are fighting on a grassy area in front of a tree,0
3216,6433,6434,Two brown and white dogs are fighting on a grassy area in front of a plant,Two dogs are playing outside,0
3217,6435,6436,A soccer player is sitting on the field and is drinking water,A soccer player is sitting on the field and is drinking beer,0
3218,6437,6438,A man is sitting on the grass and drinking from a water bottle,A man is sitting on the lawn drinking water from a bottle,1
3219,6439,6440,A man is sitting on the grass and drinking from a water bottle,A woman is sitting on the grass and is drinking from a water bottle,0
3220,6441,6442,A soccer player is sitting on the field and is drinking water,A woman is sitting on the grass and is drinking from a water bottle,0
3221,6443,6444,A soccer player is sitting on the field and is drinking water,A man is sitting on the grass and drinking from a water bottle,0
3222,6445,6446,A dog is running on the sea shore,A dog is running on the beach,1
3223,6447,6448,The dog is running through the wet sand,There is no dog running on the beach,0
3224,6449,6450,A chubby faced boy is wearing sunglasses,A chubby faced boy is wearing dark glasses,1
3225,6451,6452,A chubby faced boy is wearing sunglasses,A girl is wearing sunglasses,0
3226,6453,6454,Children are being dressed in costumes and playing a game,Kids are costumed and playing a game,1
3227,6455,6456,Kids are being dressed in costumes and playing a game,A young boy with painted face is standing next to some other children,0
3228,6457,6458,A young girl with painted face is standing next to some other children,Kids are not dressed in costumes and playing a game,0
3229,6459,6460,Dogs are racing on a track,Dogs are running on a track,1
3230,6461,6462,Dogs are racing on a track,There is no dog racing on a track,0
3231,6463,6464,A horse is not racing,Dogs are racing on a track,0
3232,6465,6466,A horse is racing,There is no dog racing on a track,0
3233,6467,6468,Two bmx bikers are jumping dirt ramps in front of the water,Two bmx bikers are jumping dirt ramps in front of a body of water,1
3234,6469,6470,Some bikers are doing acrobatics on a track near water and a skyline,Some bikers are getting airborne on a track near water and a skyline,1
3235,6471,6472,Some bikers are getting airborne on a track near water and a skyline,Some bikers are not getting airborne on a track near water and a skyline,0
3236,6473,6474,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are doing acrobatics on a track near water and a skyline,0
3237,6475,6476,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are not getting airborne on a track near water and a skyline,0
3238,6477,6478,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are getting airborne on a track near water and a skyline,0
3239,6479,6480,A man is doing a trick on a skateboard,A man is doing a trick on a bike,0
3240,6481,6482,A man is doing a skateboard trick on an outdoor park porch,A man is doing a skateboard trick on a park porch,1
3241,6483,6484,A man is doing a skateboard trick on a park porch,A man is doing a trick on a skateboard,0
3242,6485,6486,A woman is doing a skateboard trick on an outdoor park porch,A man is doing a trick on a skateboard,0
3243,6487,6488,A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A man in full gear and helmet with sponsor logos is riding a red sport motorcycle,1
3244,6489,6490,A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,0
3245,6491,6492,People are sitting at square tables in a red room,People are sitting at tables in a red room,1
3246,6493,6494,Several people are sitting at small tables in a light room,Several people are sitting at small tables in a darkened room,0
3247,6495,6496,People are sitting at square tables in a red room,Several people are sitting at little tables in a darkened room,0
3248,6497,6498,Several people are sitting at small tables in a darkened room,People are sitting at tables in a red room,0
3249,6499,6500,Several people are sitting at small tables in a darkened room,People are sitting at square tables in a red room,0
3250,6501,6502,A boy is jumping off the side of a water fountain made of stone in front of a building,A boy is jumping off the side of a stone water fountain in front of a building,1
3251,6503,6504,A boy in a striped shirt is jumping in front of a water fountain,A boy is jumping on the side of a stone water fountain in front of a building,0
3252,6505,6506,A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is playing in front of a water fountain,0
3253,6507,6508,A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain,0
3254,6509,6510,"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain",Two dogs are leaping through snowy grass and rocks,0
3255,6511,6512,Two dogs are jumping through snowy grass and rocks,"Two large dogs, a light colored one and a dark one, are running through snowy terrain",0
3256,6513,6514,There is no dog leaping through snowy grass and rocks,"Two large dogs, a light colored one and a dark one, are running through snowy terrain",0
3257,6515,6516,A girl in blue is sliding down a green slide,A girl in blue is sliding down the green slide,1
3258,6517,6518,The young girl in blue is having fun on a slide,The young girl in blue is enjoying a slide,1
3259,6519,6520,A girl in blue is sliding down a green slide,The young girl in blue is having fun on a swing,0
3260,6521,6522,A black man is walking next to a shop in a big city,A black man is walking next to a department store in a large city,1
3261,6523,6524,A black man is walking next to a building in a big city,A man is looking into the distance and people is walking between buildings behind,0
